lead_age_days,email_opens,website_visits,demo_requested,pricing_page_visits,company_size,industry,lead_source,response_time_hours,num_interactions,budget_indicated,decision_maker,converted,conversion_probability,lead_score,lead_grade
31,13,20,1,7,4,4,3,53,22,0,1,1,0.79,79.0,Very Hot
9,12,27,0,6,3,3,0,65,15,0,1,0,0.18,18.0,Cold
51,14,34,1,3,1,3,1,3,1,1,1,1,0.89,89.0,Very Hot
29,16,21,0,1,1,0,3,67,29,0,0,0,0.07,7.0,Cold
78,14,39,1,7,3,4,1,28,11,0,1,1,0.98,98.0,Very Hot
40,19,22,1,4,4,0,0,14,14,0,0,1,0.37,37.0,Warm
41,17,2,0,5,2,0,2,52,10,1,1,0,0.01,1.0,Cold
86,17,39,0,6,3,2,3,30,19,1,1,1,0.97,97.0,Very Hot
11,1,49,0,9,1,0,0,58,24,1,1,1,0.97,97.0,Very Hot
23,3,9,1,0,1,1,1,54,21,0,1,0,0.02,2.0,Cold
1,0,24,1,7,2,3,0,69,16,1,0,0,0.2,20.0,Cold
46,3,48,0,3,3,0,3,15,8,0,1,0,0.19,19.0,Cold
21,17,7,0,8,2,1,2,38,2,1,0,0,0.05,5.0,Cold
36,4,10,0,0,2,4,1,14,23,1,0,0,0.03,3.0,Cold
54,18,4,1,1,4,3,2,57,25,0,0,0,0.14,14.0,Cold
87,14,44,0,5,4,4,2,59,7,0,0,0,0.21,21.0,Cold
57,7,36,0,9,1,1,0,8,19,0,1,1,0.92,92.0,Very Hot
1,19,44,0,0,3,4,0,19,7,0,1,1,0.74,74.0,Hot
63,16,37,0,3,4,4,3,32,15,0,1,1,0.75,75.0,Hot
54,0,28,1,7,1,4,3,29,8,1,0,0,0.17,17.0,Cold
55,11,4,0,9,3,0,2,41,14,0,1,0,0.16,16.0,Cold
40,18,8,0,4,1,0,3,45,1,1,1,0,0.05,5.0,Cold
15,14,47,0,8,4,0,2,13,29,1,1,1,0.99,99.0,Very Hot
21,8,1,0,5,1,3,1,27,13,1,1,0,0.01,1.0,Cold
47,6,0,0,0,3,1,2,19,3,0,1,0,0.0,0.0,
73,1,39,1,5,3,0,3,26,21,0,0,1,0.92,92.0,Very Hot
53,8,29,1,5,1,4,3,53,28,0,1,1,0.89,89.0,Very Hot
9,9,10,0,5,3,4,2,51,6,0,1,0,0.02,2.0,Cold
74,1,27,0,7,1,4,0,37,19,1,1,0,0.13,13.0,Cold
52,18,43,1,5,3,4,2,9,15,0,0,1,0.92,92.0,Very Hot
57,10,11,0,4,1,2,2,52,4,0,1,0,0.0,0.0,
26,12,38,0,1,1,3,0,54,21,0,0,0,0.17,17.0,Cold
41,9,25,1,3,1,1,1,3,3,1,1,1,0.7,70.0,Hot
35,13,12,1,9,2,1,0,69,4,0,1,0,0.14,14.0,Cold
63,17,7,1,4,3,0,3,8,5,0,0,0,0.03,3.0,Cold
25,18,27,1,9,4,2,0,14,18,0,0,1,0.96,96.0,Very Hot
75,8,29,1,3,1,1,3,3,26,0,1,1,0.91,91.0,Very Hot
38,6,8,0,1,2,3,3,24,25,1,1,0,0.02,2.0,Cold
2,2,38,0,6,4,4,2,13,10,0,1,1,0.92,92.0,Very Hot
7,19,30,0,9,1,0,2,43,8,1,0,1,0.88,88.0,Very Hot
82,5,20,0,9,4,3,1,29,12,0,1,0,0.0,0.0,
34,1,46,0,1,2,1,3,51,22,0,0,0,0.14,14.0,Cold
17,5,33,0,0,4,2,2,42,26,0,1,0,0.01,1.0,Cold
43,2,30,0,4,1,0,3,31,27,0,0,0,0.12,12.0,Cold
59,15,24,0,0,4,1,1,63,3,1,1,0,0.01,1.0,Cold
51,7,11,0,0,4,0,3,26,27,0,0,0,0.01,1.0,Cold
54,1,0,0,0,1,1,1,18,18,1,1,0,0.02,2.0,Cold
24,16,21,0,5,2,4,1,57,23,0,1,0,0.11,11.0,Cold
25,8,39,1,8,2,2,1,7,8,1,1,1,0.96,96.0,Very Hot
71,11,36,0,9,4,4,2,48,26,1,0,1,0.92,92.0,Very Hot
52,2,46,0,0,3,1,0,60,1,1,1,0,0.06,6.0,Cold
70,10,0,1,4,4,3,0,33,14,0,0,0,0.03,3.0,Cold
88,0,0,0,8,3,4,2,3,22,1,0,0,0.02,2.0,Cold
33,12,41,0,8,4,3,3,4,23,1,1,1,0.97,97.0,Very Hot
49,14,41,0,0,2,1,2,4,13,0,1,0,0.21,21.0,Cold
29,4,20,0,7,4,2,3,42,25,0,0,0,0.08,8.0,Cold
63,16,14,1,0,4,3,1,9,12,0,0,0,0.03,3.0,Cold
22,5,16,0,7,3,1,2,51,3,0,1,0,0.01,1.0,Cold
26,10,21,0,0,2,3,0,17,18,0,1,0,0.01,1.0,Cold
28,17,37,0,4,3,4,3,17,21,0,0,1,0.87,87.0,Very Hot
85,3,34,0,7,4,1,2,20,13,1,1,1,0.48,48.0,Warm
49,2,44,0,5,1,4,2,14,15,0,1,1,0.88,88.0,Very Hot
71,12,15,0,8,4,0,3,22,10,1,0,0,0.17,17.0,Cold
81,8,7,0,0,4,1,1,52,1,0,0,0,0.0,0.0,
84,5,46,0,8,3,3,1,27,29,1,1,1,0.99,99.0,Very Hot
49,11,16,0,0,1,0,1,43,6,0,1,0,0.01,1.0,Cold
20,1,16,0,9,1,4,1,3,9,1,1,0,0.04,4.0,Cold
86,2,25,0,9,3,4,3,8,10,0,0,0,0.05,5.0,Cold
63,2,12,1,2,2,3,0,10,15,0,0,0,0.02,2.0,Cold
61,11,16,0,0,1,0,2,29,9,1,0,0,0.0,0.0,
49,14,37,0,2,1,2,2,40,23,0,1,1,0.83,83.0,Very Hot
71,8,16,0,1,3,3,1,65,14,0,0,0,0.0,0.0,
1,7,47,0,1,2,4,3,21,11,0,1,1,0.82,82.0,Very Hot
13,10,13,1,8,2,1,0,24,7,1,0,1,0.66,66.0,Hot
87,15,44,0,7,4,0,0,60,24,0,0,1,0.89,89.0,Very Hot
51,3,5,1,0,4,2,2,26,26,1,0,0,0.03,3.0,Cold
56,0,34,0,3,3,1,1,9,2,0,0,0,0.01,1.0,Cold
83,6,45,1,0,2,0,2,20,14,0,1,0,0.17,17.0,Cold
62,1,13,0,0,3,3,2,56,6,1,0,0,0.0,0.0,
32,4,46,1,3,4,3,0,36,5,0,1,1,0.79,79.0,Very Hot
30,6,7,0,1,3,0,3,36,5,1,0,0,0.0,0.0,
29,3,14,0,2,3,2,0,22,29,0,0,0,0.11,11.0,Cold
49,4,26,0,8,1,0,2,1,19,0,0,0,0.07,7.0,Cold
45,0,12,0,1,1,1,1,69,19,0,0,0,0.0,0.0,
30,0,48,1,3,1,1,1,37,6,0,0,0,0.16,16.0,Cold
16,14,30,0,0,4,3,3,13,28,1,1,1,0.84,84.0,Very Hot
40,19,34,0,1,3,0,3,43,26,1,0,1,0.8,80.0,Very Hot
19,18,5,0,4,1,3,3,37,29,0,0,0,0.1,10.0,Cold
18,9,4,0,9,1,2,2,25,10,0,1,0,0.13,13.0,Cold
1,17,21,0,0,1,1,2,21,23,0,0,0,0.19,19.0,Cold
78,2,48,0,6,4,4,3,41,14,1,1,1,0.81,81.0,Very Hot
47,10,22,0,3,4,4,1,42,17,1,0,0,0.08,8.0,Cold
66,14,24,1,5,3,0,1,42,3,0,0,0,0.05,5.0,Cold
38,10,33,0,7,3,0,1,2,28,0,1,1,0.93,93.0,Very Hot
51,16,25,0,5,3,4,2,68,1,0,1,0,0.13,13.0,Cold
63,16,46,1,1,1,0,0,8,10,1,0,1,0.92,92.0,Very Hot
4,5,4,0,0,2,1,1,61,3,1,0,0,0.0,0.0,
1,4,25,0,7,4,2,1,14,5,0,0,0,0.1,10.0,Cold
8,7,19,0,7,1,2,1,21,25,0,0,0,0.07,7.0,Cold
29,1,5,0,8,1,3,3,24,19,0,1,0,0.06,6.0,Cold
55,15,5,0,5,3,1,2,50,10,0,0,0,0.01,1.0,Cold
3,19,49,1,0,3,0,3,45,26,1,1,1,0.86,86.0,Very Hot
32,11,17,0,8,1,0,3,64,25,0,0,0,0.06,6.0,Cold
10,5,3,0,2,4,3,0,64,16,1,1,0,0.02,2.0,Cold
74,0,16,1,5,4,3,3,26,1,0,1,0,0.06,6.0,Cold
83,3,13,1,9,1,0,0,32,6,0,1,0,0.06,6.0,Cold
34,16,13,0,9,2,0,3,57,9,1,0,0,0.04,4.0,Cold
87,12,12,0,8,2,1,1,53,28,0,1,0,0.18,18.0,Cold
55,17,6,0,2,4,3,2,33,5,1,1,0,0.05,5.0,Cold
32,4,43,1,4,3,1,3,52,27,0,1,1,0.88,88.0,Very Hot
50,2,14,1,4,2,0,0,18,14,0,1,0,0.04,4.0,Cold
7,10,18,0,9,2,4,2,35,10,1,1,1,0.8,80.0,Very Hot
8,12,42,0,6,3,4,0,12,2,0,1,1,0.92,92.0,Very Hot
65,3,46,0,3,2,0,1,51,5,0,0,0,0.06,6.0,Cold
57,13,43,1,3,1,3,3,10,1,1,1,1,0.93,93.0,Very Hot
67,10,34,0,6,2,4,2,52,25,0,1,1,0.89,89.0,Very Hot
88,9,16,0,8,3,3,1,34,10,0,0,0,0.07,7.0,Cold
87,18,34,1,3,1,4,3,67,29,1,0,1,0.74,74.0,Hot
59,17,18,0,3,2,3,3,39,26,0,1,0,0.07,7.0,Cold
72,5,19,0,5,4,4,0,8,25,0,0,0,0.03,3.0,Cold
54,14,35,0,5,1,3,0,29,22,0,0,1,0.99,99.0,Very Hot
67,9,34,0,6,1,1,1,22,27,0,0,1,0.93,93.0,Very Hot
51,4,31,0,0,4,3,0,70,9,1,1,0,0.05,5.0,Cold
8,4,47,0,2,4,1,1,61,3,0,1,0,0.06,6.0,Cold
34,9,43,0,8,2,1,1,43,15,0,1,1,0.94,94.0,Very Hot
35,4,39,1,5,2,0,1,49,4,0,1,0,0.23,23.0,Cold
88,2,23,0,5,3,1,0,29,13,0,1,0,0.02,2.0,Cold
78,5,16,0,4,3,2,2,31,6,1,0,0,0.0,0.0,
32,3,6,0,2,1,1,1,53,20,0,0,0,0.0,0.0,
46,17,42,1,4,4,3,2,34,17,1,0,1,0.91,91.0,Very Hot
16,8,49,1,0,4,1,3,38,23,0,0,1,0.78,78.0,Very Hot
68,16,0,0,2,3,3,0,57,5,1,1,0,0.01,1.0,Cold
37,12,34,0,3,1,3,0,4,15,0,1,1,0.79,79.0,Very Hot
54,14,31,0,4,1,2,2,2,8,0,1,0,0.34,34.0,Warm
85,19,35,0,9,3,1,3,12,25,1,1,1,0.99,99.0,Very Hot
14,16,12,0,8,3,1,3,35,5,0,1,0,0.03,3.0,Cold
55,12,5,1,3,3,4,1,70,24,0,1,0,0.08,8.0,Cold
48,15,13,1,2,2,4,0,21,13,0,0,0,0.12,12.0,Cold
82,3,36,0,9,1,0,3,61,1,0,0,0,0.11,11.0,Cold
7,4,47,1,0,1,3,3,35,1,1,1,1,0.44,44.0,Warm
74,4,14,1,9,1,2,1,48,7,0,0,0,0.03,3.0,Cold
7,8,46,0,5,3,4,1,15,22,1,0,1,0.95,95.0,Very Hot
33,16,3,0,6,3,1,2,71,5,0,1,0,0.01,1.0,Cold
23,12,39,1,9,3,0,0,15,14,1,0,1,0.99,99.0,Very Hot
85,1,15,0,7,3,2,3,6,15,0,0,0,0.01,1.0,Cold
19,12,27,1,0,4,1,2,68,21,1,1,1,0.79,79.0,Very Hot
19,18,15,1,3,3,1,0,22,25,0,1,1,0.73,73.0,Hot
36,2,3,0,4,2,3,2,32,17,0,0,0,0.0,0.0,
29,9,44,1,1,4,3,0,22,24,1,0,1,0.92,92.0,Very Hot
60,1,25,1,0,4,4,0,27,18,0,1,0,0.02,2.0,Cold
82,12,27,0,7,3,4,3,15,7,0,0,0,0.18,18.0,Cold
2,18,31,0,5,1,1,0,44,22,1,1,1,0.95,95.0,Very Hot
1,16,44,0,4,3,1,1,9,26,0,0,1,0.91,91.0,Very Hot
47,13,1,0,8,1,4,3,34,18,0,0,0,0.06,6.0,Cold
69,11,30,0,1,3,4,1,15,28,0,0,0,0.15,15.0,Cold
20,11,2,0,9,3,1,2,62,29,1,1,1,0.82,82.0,Very Hot
11,10,7,0,7,1,2,2,45,19,0,1,0,0.07,7.0,Cold
2,6,23,0,9,1,1,0,58,20,1,0,1,0.75,75.0,Hot
67,3,14,1,8,1,2,0,19,7,1,0,0,0.06,6.0,Cold
87,18,42,1,0,1,2,1,16,8,1,0,1,0.89,89.0,Very Hot
12,0,30,1,6,2,1,1,8,13,0,1,1,0.87,87.0,Very Hot
20,2,8,0,7,1,0,1,33,27,1,0,0,0.13,13.0,Cold
5,12,38,1,2,3,4,2,18,18,0,0,1,0.87,87.0,Very Hot
37,14,44,1,3,3,3,1,35,24,1,0,1,0.98,98.0,Very Hot
38,1,1,0,2,2,1,3,43,11,0,1,0,0.0,0.0,
9,10,7,0,6,1,2,3,50,9,1,1,0,0.02,2.0,Cold
53,3,6,0,8,3,1,2,3,23,0,1,0,0.15,15.0,Cold
44,18,43,1,2,2,4,1,59,1,0,0,0,0.61,61.0,Hot
86,16,38,0,5,3,2,1,28,22,0,0,1,0.94,94.0,Very Hot
24,2,41,0,7,2,3,0,46,8,0,0,0,0.13,13.0,Cold
81,17,15,0,5,2,3,3,64,21,0,0,0,0.15,15.0,Cold
74,7,34,0,1,4,3,2,70,12,0,1,0,0.01,1.0,Cold
30,18,29,0,6,4,0,1,47,2,0,0,0,0.09,9.0,Cold
59,4,9,0,1,1,2,0,14,15,1,0,0,0.0,0.0,
87,6,37,0,1,4,2,2,7,21,0,1,0,0.09,9.0,Cold
81,7,17,1,1,2,0,2,31,24,0,1,0,0.05,5.0,Cold
81,4,49,0,0,3,2,3,51,18,1,1,0,0.18,18.0,Cold
14,16,4,0,0,3,0,1,29,17,1,1,0,0.06,6.0,Cold
9,4,28,0,6,1,1,2,15,15,0,1,0,0.31,31.0,Warm
40,3,38,0,4,4,4,0,25,20,0,1,0,0.18,18.0,Cold
66,18,33,0,2,1,3,0,61,20,0,1,0,0.11,11.0,Cold
25,1,42,0,0,2,0,2,41,9,1,0,0,0.09,9.0,Cold
73,10,44,1,9,4,0,0,69,3,1,0,1,0.88,88.0,Very Hot
22,12,22,1,5,1,0,2,4,20,1,1,1,0.84,84.0,Very Hot
4,14,4,1,0,3,1,0,57,19,0,1,0,0.07,7.0,Cold
26,11,29,0,8,3,0,2,31,18,1,1,1,0.92,92.0,Very Hot
58,10,5,0,1,1,4,2,3,20,0,1,0,0.03,3.0,Cold
29,6,45,1,0,1,4,2,67,8,0,0,0,0.06,6.0,Cold
87,4,43,0,6,1,3,0,50,1,0,1,0,0.19,19.0,Cold
37,16,3,0,5,2,1,2,17,24,0,1,0,0.05,5.0,Cold
75,19,28,0,5,2,4,3,60,24,1,1,1,0.87,87.0,Very Hot
70,8,22,0,4,3,2,2,66,15,1,0,0,0.01,1.0,Cold
18,13,5,0,3,2,2,1,24,19,1,0,0,0.03,3.0,Cold
85,11,31,1,3,2,2,1,32,26,0,0,1,0.89,89.0,Very Hot
42,5,41,0,2,4,0,3,19,10,1,0,0,0.1,10.0,Cold
41,16,17,0,9,2,0,2,66,12,1,0,0,0.05,5.0,Cold
38,18,14,1,7,4,2,1,60,28,0,1,1,0.87,87.0,Very Hot
34,18,39,1,6,2,3,2,66,6,1,0,1,0.92,92.0,Very Hot
17,15,31,0,8,3,3,1,15,29,1,1,1,0.96,96.0,Very Hot
37,11,8,0,0,1,0,0,35,13,0,1,0,0.01,1.0,Cold
25,11,36,1,6,3,2,0,69,4,1,1,1,0.73,73.0,Hot
76,19,9,1,9,2,3,3,27,13,1,1,1,0.52,52.0,Hot
87,5,19,0,3,1,0,3,7,17,1,1,0,0.02,2.0,Cold
86,3,5,1,6,1,2,2,6,1,1,1,0,0.04,4.0,Cold
85,5,47,0,0,1,1,3,33,5,0,0,0,0.19,19.0,Cold
27,10,2,0,4,4,2,2,58,28,1,1,0,0.08,8.0,Cold
57,0,41,0,2,3,2,0,49,24,1,0,0,0.19,19.0,Cold
31,14,10,0,4,4,4,0,17,17,0,1,0,0.02,2.0,Cold
6,10,42,1,3,1,4,1,42,18,0,0,1,0.95,95.0,Very Hot
40,18,16,0,1,3,1,2,40,7,1,0,0,0.0,0.0,
12,17,31,0,3,3,1,0,46,16,0,0,0,0.06,6.0,Cold
53,16,3,0,2,2,2,0,71,8,1,1,0,0.0,0.0,
71,18,3,0,0,4,3,2,70,12,1,0,0,0.01,1.0,Cold
10,13,16,0,9,4,1,1,68,14,0,1,0,0.13,13.0,Cold
45,17,40,0,7,2,2,1,1,19,0,1,1,0.98,98.0,Very Hot
17,18,18,0,4,4,0,1,52,11,0,0,0,0.01,1.0,Cold
26,14,4,1,3,1,4,1,35,12,0,1,0,0.09,9.0,Cold
85,14,31,0,9,1,3,0,69,13,1,0,1,0.78,78.0,Very Hot
62,3,21,0,4,4,2,2,5,8,0,1,0,0.01,1.0,Cold
46,6,5,1,3,2,0,2,17,1,0,1,0,0.01,1.0,Cold
64,12,34,0,2,3,4,0,53,9,1,0,0,0.09,9.0,Cold
2,2,21,0,4,4,0,0,52,28,1,1,0,0.32,32.0,Warm
54,15,0,1,3,3,2,0,14,2,0,1,0,0.03,3.0,Cold
65,8,19,0,0,2,1,3,29,14,1,1,0,0.01,1.0,Cold
51,7,21,0,2,3,4,2,8,13,0,1,0,0.0,0.0,
53,19,47,0,9,2,0,2,1,16,1,1,1,0.96,96.0,Very Hot
36,12,10,0,9,2,1,2,29,2,0,0,0,0.04,4.0,Cold
26,16,12,1,7,1,3,1,36,4,0,0,0,0.21,21.0,Cold
29,16,41,0,6,1,2,0,51,12,1,0,1,0.96,96.0,Very Hot
21,16,2,1,1,2,2,0,37,16,0,1,0,0.03,3.0,Cold
11,0,8,1,0,4,4,0,69,10,0,0,0,0.0,0.0,
40,7,11,0,2,1,0,3,53,3,1,1,0,0.0,0.0,
11,18,22,0,4,2,3,2,52,4,1,0,0,0.03,3.0,Cold
36,5,13,0,9,3,4,0,12,6,0,0,0,0.03,3.0,Cold
59,2,32,0,0,3,4,3,52,23,1,0,0,0.03,3.0,Cold
39,4,17,0,2,4,0,0,1,5,1,1,0,0.0,0.0,
54,12,48,1,2,3,3,1,7,18,1,1,1,0.98,98.0,Very Hot
55,14,40,1,4,3,0,2,17,3,0,0,1,0.93,93.0,Very Hot
24,13,8,0,2,2,2,3,43,10,1,1,0,0.02,2.0,Cold
22,15,22,0,8,3,1,0,71,11,1,0,0,0.11,11.0,Cold
69,17,9,1,0,3,2,2,17,19,1,1,0,0.01,1.0,Cold
56,10,18,0,3,3,2,3,59,14,0,0,0,0.01,1.0,Cold
33,2,46,1,9,3,4,2,3,21,1,0,1,0.98,98.0,Very Hot
36,9,4,0,9,2,2,2,29,28,0,1,0,0.18,18.0,Cold
20,9,46,0,3,3,3,1,22,11,1,1,1,0.82,82.0,Very Hot
83,15,22,1,0,4,2,2,38,28,1,0,0,0.16,16.0,Cold
81,11,29,0,1,1,3,3,54,21,0,0,0,0.17,17.0,Cold
62,1,24,1,0,4,0,2,50,4,0,1,0,0.01,1.0,Cold
73,8,27,1,5,1,4,3,69,24,0,1,0,0.65,65.0,Hot
26,2,33,0,2,4,3,2,30,22,1,1,0,0.06,6.0,Cold
66,14,44,0,6,1,2,0,23,6,0,1,1,0.78,78.0,Very Hot
73,2,47,1,4,1,4,1,47,17,1,1,1,0.61,61.0,Hot
73,18,46,1,8,1,4,0,21,22,1,0,1,0.99,99.0,Very Hot
40,17,24,0,6,1,3,1,20,19,1,0,1,0.77,77.0,Very Hot
17,7,9,1,3,2,3,3,23,13,1,0,0,0.07,7.0,Cold
1,16,13,0,4,4,1,1,68,22,0,0,0,0.03,3.0,Cold
89,7,41,0,4,1,1,2,21,10,1,1,1,0.89,89.0,Very Hot
61,6,45,1,4,4,4,2,21,29,0,1,1,0.85,85.0,Very Hot
43,6,29,0,9,3,1,0,1,11,0,0,0,0.24,24.0,Cold
42,2,40,1,8,1,2,1,15,29,0,1,1,0.98,98.0,Very Hot
25,0,24,0,9,4,0,3,17,6,1,1,0,0.06,6.0,Cold
39,3,13,0,2,2,4,3,51,2,1,1,0,0.01,1.0,Cold
35,4,34,0,5,4,0,2,63,1,0,0,0,0.05,5.0,Cold
3,0,47,0,7,1,1,3,14,11,1,1,1,0.88,88.0,Very Hot
44,14,33,0,8,3,3,2,59,16,1,0,1,0.6,60.0,Hot
51,4,9,0,6,4,4,2,50,3,0,1,0,0.01,1.0,Cold
12,12,34,0,2,3,1,2,34,5,1,1,0,0.16,16.0,Cold
19,7,10,0,0,2,2,0,6,15,0,0,0,0.0,0.0,
44,7,10,0,3,4,4,0,49,15,0,0,0,0.0,0.0,
59,4,20,1,5,4,4,2,6,4,1,1,0,0.12,12.0,Cold
49,8,20,0,2,2,3,2,69,23,0,0,0,0.01,1.0,Cold
61,0,21,0,0,2,4,2,7,4,0,0,0,0.0,0.0,
17,3,44,0,5,2,3,3,51,8,1,1,1,0.86,86.0,Very Hot
74,2,6,0,0,1,1,2,1,7,1,0,0,0.03,3.0,Cold
57,1,16,0,8,1,2,2,13,26,1,0,0,0.05,5.0,Cold
55,7,1,0,0,4,2,1,43,25,0,1,0,0.01,1.0,Cold
47,8,11,0,5,4,4,1,27,17,0,0,0,0.0,0.0,
12,1,41,1,0,4,4,1,71,15,1,0,0,0.1,10.0,Cold
62,13,17,1,6,3,1,1,3,5,0,1,0,0.09,9.0,Cold
80,13,10,0,2,2,3,2,58,13,0,0,0,0.01,1.0,Cold
88,3,15,0,5,4,2,1,17,4,0,1,0,0.02,2.0,Cold
83,5,48,0,6,2,3,3,45,22,1,1,1,0.96,96.0,Very Hot
8,10,17,0,0,1,1,3,58,17,0,1,0,0.03,3.0,Cold
21,2,34,0,0,2,2,1,56,22,0,0,0,0.12,12.0,Cold
81,7,25,0,4,3,2,0,54,17,0,0,0,0.0,0.0,
87,2,15,0,5,3,0,3,29,14,0,1,0,0.0,0.0,
80,13,5,0,8,2,1,3,54,14,0,1,0,0.08,8.0,Cold
70,12,43,0,0,3,1,1,27,17,0,1,0,0.22,22.0,Cold
72,12,42,0,3,3,0,1,45,8,0,1,0,0.12,12.0,Cold
25,1,46,0,9,1,3,2,31,2,0,0,0,0.13,13.0,Cold
82,12,46,0,7,4,0,3,36,26,0,0,1,0.94,94.0,Very Hot
89,18,47,0,9,3,1,1,61,13,0,1,1,0.86,86.0,Very Hot
12,5,41,0,8,4,3,1,37,22,0,1,1,0.8,80.0,Very Hot
15,15,11,0,2,2,2,2,67,16,0,0,0,0.01,1.0,Cold
59,1,12,0,1,2,0,3,36,16,0,1,0,0.0,0.0,
26,7,3,0,3,3,3,1,5,6,0,0,0,0.0,0.0,
26,16,38,0,1,2,3,2,46,22,1,0,1,0.64,64.0,Hot
47,1,1,0,0,1,3,1,52,24,0,0,0,0.0,0.0,
32,9,25,0,2,3,0,0,49,4,1,1,0,0.09,9.0,Cold
10,15,26,0,6,3,2,0,6,3,0,1,1,0.71,71.0,Hot
16,5,26,0,0,3,3,1,10,6,0,1,0,0.02,2.0,Cold
71,1,14,0,1,2,0,3,23,4,1,1,0,0.0,0.0,
17,1,7,1,0,2,1,0,17,18,0,0,0,0.01,1.0,Cold
23,12,6,0,7,3,0,2,44,6,0,1,0,0.04,4.0,Cold
26,14,46,0,4,4,0,1,41,26,1,1,1,0.94,94.0,Very Hot
85,1,45,1,7,2,0,2,15,5,0,1,1,0.77,77.0,Very Hot
86,6,39,1,2,2,3,0,44,27,0,1,1,0.85,85.0,Very Hot
7,2,11,0,6,3,0,3,58,9,0,0,0,0.02,2.0,Cold
14,7,12,0,7,4,1,2,50,11,1,1,0,0.01,1.0,Cold
79,13,42,0,5,3,3,0,52,6,1,0,0,0.23,23.0,Cold
7,6,16,0,6,2,1,0,70,16,0,0,0,0.01,1.0,Cold
9,6,16,0,1,3,4,0,68,19,0,0,0,0.02,2.0,Cold
48,0,35,0,7,3,0,2,63,11,1,0,0,0.14,14.0,Cold
72,16,20,0,4,3,3,0,58,21,0,0,0,0.0,0.0,
59,8,7,1,6,4,3,1,23,15,0,0,0,0.07,7.0,Cold
87,12,4,1,0,3,0,0,44,26,1,0,0,0.08,8.0,Cold
82,18,25,0,4,2,2,1,44,24,0,0,0,0.04,4.0,Cold
39,18,15,0,0,3,2,3,52,9,1,0,0,0.0,0.0,
18,16,35,0,7,4,1,1,67,24,1,1,1,0.97,97.0,Very Hot
59,9,27,1,3,1,0,3,28,19,1,1,1,0.56,56.0,Hot
17,9,28,0,3,4,0,3,67,25,0,1,0,0.12,12.0,Cold
14,3,46,0,1,3,4,1,18,19,0,1,0,0.21,21.0,Cold
31,7,11,0,4,1,2,3,27,24,0,0,0,0.03,3.0,Cold
24,19,36,0,0,3,2,1,51,26,0,0,0,0.17,17.0,Cold
60,19,29,0,8,4,0,2,60,9,0,0,0,0.12,12.0,Cold
45,17,22,1,4,1,1,3,49,23,0,1,1,0.45,45.0,Warm
3,13,15,0,5,1,0,1,15,4,0,1,0,0.11,11.0,Cold
37,17,13,0,1,3,1,3,68,10,0,0,0,0.0,0.0,
43,13,9,0,9,3,2,0,15,9,0,0,0,0.05,5.0,Cold
40,19,6,0,9,4,4,1,51,19,0,1,0,0.15,15.0,Cold
55,14,44,1,0,3,3,0,48,15,0,0,1,0.86,86.0,Very Hot
87,3,36,1,3,1,2,3,1,19,0,1,1,0.86,86.0,Very Hot
39,12,28,1,6,2,1,3,7,2,1,1,1,0.61,61.0,Hot
15,7,2,1,5,2,0,2,53,10,1,1,0,0.03,3.0,Cold
4,17,14,0,9,4,2,1,31,19,0,1,1,0.81,81.0,Very Hot
86,11,35,0,0,3,4,0,18,17,0,0,0,0.09,9.0,Cold
25,13,46,0,0,4,1,2,12,20,0,1,1,0.91,91.0,Very Hot
13,1,45,1,7,2,0,3,48,24,0,1,1,0.93,93.0,Very Hot
82,17,18,0,3,2,3,3,30,21,0,1,0,0.02,2.0,Cold
33,1,12,0,4,3,1,2,7,2,1,1,0,0.01,1.0,Cold
16,10,41,1,6,1,0,0,3,19,0,1,1,0.98,98.0,Very Hot
42,8,20,0,7,3,3,3,63,17,1,1,0,0.05,5.0,Cold
66,11,36,0,9,2,0,3,6,18,0,0,1,0.91,91.0,Very Hot
55,16,26,0,6,1,3,1,15,17,0,0,0,0.24,24.0,Cold
42,14,28,0,1,4,3,2,71,2,0,0,0,0.02,2.0,Cold
34,16,19,0,3,2,3,3,43,19,1,1,0,0.05,5.0,Cold
30,17,24,1,9,4,0,0,18,1,0,1,1,0.6,60.0,Hot
13,5,5,0,0,1,3,1,22,11,0,0,0,0.0,0.0,
13,16,35,1,9,4,1,2,61,25,1,0,1,0.97,97.0,Very Hot
18,17,1,0,8,2,4,0,61,10,0,1,0,0.08,8.0,Cold
32,7,21,0,2,3,4,3,53,5,0,0,0,0.0,0.0,
39,8,31,1,2,4,3,2,26,16,0,0,0,0.14,14.0,Cold
46,5,15,0,9,2,4,2,40,24,0,0,0,0.15,15.0,Cold
29,4,17,0,8,2,4,0,8,5,0,0,0,0.05,5.0,Cold
62,11,4,1,9,1,3,2,21,24,0,1,1,0.85,85.0,Very Hot
62,10,35,0,2,2,3,0,43,23,0,0,0,0.15,15.0,Cold
57,0,29,0,7,3,1,3,21,12,0,1,0,0.09,9.0,Cold
16,10,44,0,1,3,2,1,3,4,1,1,1,0.79,79.0,Very Hot
56,18,18,0,2,4,0,0,31,23,1,0,0,0.06,6.0,Cold
10,8,22,0,1,4,3,1,27,6,0,0,0,0.0,0.0,
30,1,33,0,0,4,3,2,27,19,0,1,0,0.01,1.0,Cold
25,11,12,1,1,4,4,0,57,9,0,1,0,0.0,0.0,
84,3,42,1,7,3,1,3,33,12,0,0,1,0.79,79.0,Very Hot
